Geographic Area Name (NAME),"Area (Land, in square meters) (AREALAND)","Area (Water, in square meters) (AREAWATR)","Area (Land, in square miles) (AREALAND_SQMI)","Area (Water, in square miles) (AREAWATR_SQMI)",Latitude,Longitude
Census Tract 886.02; Orange County; California,"1,303,759",0,0.503,0,33.774216,−117.9350465
Census Tract 887.01; Orange County; California,"1,308,920",0,0.505,0,33.7776731,−117.9584718
Census Tract 887.02; Orange County; California,"1,413,869",0,0.546,0,33.7703805,−117.9579741
Census Tract 888.01; Orange County; California,"1,247,603",0,0.482,0,33.7710918,−117.9771951
Census Tract 888.02; Orange County; California,"1,190,304",0,0.46,0,33.7655569,−117.9803615
Census Tract 889.01; Orange County; California,"1,957,921",0,0.756,0,33.7606739,−117.9622131
Census Tract 889.02; Orange County; California,"1,287,854",0,0.497,0,33.7632139,−117.9463184
Census Tract 889.03; Orange County; California,"1,948,063",0,0.752,0,33.7535135,−117.9447927
Census Tract 889.04; Orange County; California,"1,303,277",0,0.503,0,33.7485812,−117.9548863
Census Tract 889.05; Orange County; California,"1,314,281",0,0.507,0,33.7521267,−117.9679745
Census Tract 890.01; Orange County; California,"1,305,083",0,0.504,0,33.7523664,−117.9332194
Census Tract 890.03; Orange County; California,"1,303,038",0,0.503,0,33.7633574,−117.9289907
Census Tract 890.04; Orange County; California,"1,292,839",0,0.499,0,33.7524439,−117.9245717
Census Tract 891.02; Orange County; California,"1,695,227",0,0.655,0,33.7636581,−117.9089192
Census Tract 891.04; Orange County; California,"815,347",0,0.315,0,33.7575059,−117.9106488
Census Tract 891.05; Orange County; California,"1,248,016",0,0.482,0,33.7507951,−117.9146518
Census Tract 891.06; Orange County; California,"738,000",0,0.285,0,33.7713059,−117.9150747
Census Tract 891.07; Orange County; California,"1,422,643",0,0.549,0,33.770691,−117.9011275
Census Tract 992.02; Orange County; California,"1,790,248",0,0.691,0,33.7345899,−117.9254690
Census Tract 992.03; Orange County; California,"1,274,921",0,0.492,0,33.7378669,−117.9417352
Census Tract 992.04; Orange County; California,"1,284,180",0,0.496,0,33.7377201,−117.9503795
Census Tract 992.12; Orange County; California,"1,278,549",0,0.494,0,33.7083526,−117.9847336
Census Tract 992.14; Orange County; California,"1,302,664","2,159",0.503,0.001,33.6835535,−117.9626937
Census Tract 992.15; Orange County; California,"1,289,356","19,424",0.498,0.007,33.6757269,−117.9624687
Census Tract 992.16; Orange County; California,"1,689,659",0,0.652,0,33.6802777,−117.9481206
Census Tract 992.17; Orange County; California,"1,212,284",0,0.468,0,33.6636513,−117.9506384
Census Tract 992.20; Orange County; California,"2,826,187","1,094,799",1.091,0.423,33.6446413,−117.9767121
Census Tract 992.22; Orange County; California,"1,300,790",0,0.502,0,33.7375621,−117.9678007
Census Tract 992.23; Orange County; California,"1,311,414",0,0.506,0,33.7376034,−117.9590548
Census Tract 992.24; Orange County; California,"1,278,974",0,0.494,0,33.723079,−117.9675804
Census Tract 992.25; Orange County; California,"3,790,574","33,638",1.464,0.013,33.7219602,−117.9462686
Census Tract 992.26; Orange County; California,"1,310,106",0,0.506,0,33.7235939,−117.9329098
Census Tract 992.27; Orange County; California,"1,722,195",0,0.665,0,33.7241157,−117.9227863
Census Tract 992.29; Orange County; California,"4,518,339",0,1.745,0,33.7046746,−117.9372009
Census Tract 992.30; Orange County; California,"1,262,356",0,0.487,0,33.6940852,−117.9499072
Census Tract 992.31; Orange County; California,"1,936,424",0,0.748,0,33.6940317,−117.9737035
Census Tract 992.32; Orange County; California,"1,984,874",0,0.766,0,33.6942404,−117.9606349
Census Tract 992.33; Orange County; California,"1,303,189",0,0.503,0,33.7084651,−117.9760616
Census Tract 992.34; Orange County; California,"1,279,939",0,0.494,0,33.7086328,−117.9673875
Census Tract 992.35; Orange County; California,"1,273,463",0,0.492,0,33.6939797,−117.9845182
Census Tract 992.37; Orange County; California,"1,278,386","13,232",0.494,0.005,33.6622665,−117.9654799
Census Tract 992.38; Orange County; California,"1,295,050",0,0.5,0,33.665046,−117.9580453
Census Tract 992.39; Orange County; California,"2,015,035","252,326",0.778,0.097,33.6470177,−117.9671282
Census Tract 992.40; Orange County; California,"2,393,250","386,938",0.924,0.149,33.64069,−117.9595600
Census Tract 992.41; Orange County; California,"1,361,172",0,0.526,0,33.7264223,−117.9801983
Census Tract 992.42; Orange County; California,"1,225,244",0,0.473,0,33.719172,−117.9808030
Census Tract 992.43; Orange County; California,"1,262,995",0,0.488,0,33.664929,−117.9840914
Census Tract 992.44; Orange County; California,"1,303,560",0,0.503,0,33.6649454,−117.9754489
Census Tract 992.45; Orange County; California,"1,280,687",0,0.494,0,33.6794371,−117.9842902
Census Tract 992.46; Orange County; California,"1,316,988",0,0.508,0,33.6794798,−117.9756487
Census Tract 992.47; Orange County; California,"613,468",0,0.237,0,33.7416391,−117.9330902
Census Tract 992.48; Orange County; California,"607,184",0,0.234,0,33.7416923,−117.9244471
Census Tract 992.49; Orange County; California,"573,417",0,0.221,0,33.7418244,−117.9160800
Census Tract 992.50; Orange County; California,"1,297,417",0,0.501,0,33.7088786,−117.9586812
Census Tract 992.51; Orange County; California,"1,323,517",0,0.511,0,33.7087027,−117.9499292
Census Tract 993.05; Orange County; California,"1,406,277",0,0.543,0,33.6793721,−117.9932453
Census Tract 993.06; Orange County; California,"1,105,041",0,0.427,0,33.6661406,−117.9937184
Census Tract 993.07; Orange County; California,"1,151,050","1,011,772",0.444,0.391,33.6509015,−117.9924346
Census Tract 993.08; Orange County; California,"3,060,686","897,184",1.182,0.346,33.677314,−118.0195333
Census Tract 993.09; Orange County; California,"2,042,804",0,0.789,0,33.6760101,−118.0028204
Census Tract 993.10; Orange County; California,"854,921","963,817",0.33,0.372,33.66484,−118.0134388
Census Tract 993.11; Orange County; California,"968,402",0,0.374,0,33.6610404,−118.0028287
Census Tract 994.02; Orange County; California,"2,599,551",0,1.004,0,33.7083357,−117.9977973
Census Tract 994.04; Orange County; California,"1,406,949",0,0.543,0,33.7074697,−118.0193274
Census Tract 994.05; Orange County; California,"1,310,245",0,0.506,0,33.7190957,−118.0153179
Census Tract 994.06; Orange County; California,"1,295,709",0,0.5,0,33.726392,−118.0154385
Census Tract 994.07; Orange County; California,"1,300,591",0,0.502,0,33.7225872,−118.0283982
Census Tract 994.08; Orange County; California,"1,331,052",0,0.514,0,33.7226068,−118.0371737
Census Tract 994.10; Orange County; California,"1,315,749",0,0.508,0,33.7265068,−117.9978887
Census Tract 994.11; Orange County; California,"1,328,457",0,0.513,0,33.719217,−117.9978509
Census Tract 994.12; Orange County; California,"1,599,605","42,781",0.618,0.017,33.7064714,−118.0126393
Census Tract 994.15; Orange County; California,"7,429,068","2,315,255",2.868,0.894,33.6927398,−118.0285016
Census Tract 994.16; Orange County; California,"648,903",0,0.251,0,33.7188931,−118.0458582
Census Tract 994.17; Orange County; California,"2,574,600","1,049,996",0.994,0.405,33.7097167,−118.0546838
Census Tract 994.18; Orange County; California,"917,375",0,0.354,0,33.690113,−117.9949313
Census Tract 994.19; Orange County; California,"2,581,863","29,673",0.997,0.011,33.6980069,−118.0038344
Census Tract 995.02; Orange County; California,"19,179,382","1,243,164",7.405,0.48,33.7508498,−118.0636903
Census Tract 995.04; Orange County; California,"2,310,018",0,0.892,0,33.7512108,−118.0946098
Census Tract 995.06; Orange County; California,"590,566","2,120,898",0.228,0.819,33.7206734,−118.0757780
Census Tract 995.08; Orange County; California,"1,214,990",0,0.469,0,33.7249948,−118.0488764
Census Tract 995.09; Orange County; California,"1,124,538",0,0.434,0,33.7700978,−118.0833027
Census Tract 995.10; Orange County; California,"1,318,408",0,0.509,0,33.7652357,−118.0877826
Census Tract 995.11; Orange County; California,"944,442","1,356,526",0.365,0.524,33.7384711,−118.1057230
Census Tract 995.12; Orange County; California,"616,510","1,505",0.238,0.001,33.7444635,−118.1043364
Census Tract 995.13; Orange County; California,"694,746","329,835",0.268,0.127,33.7174759,−118.0667384
Census Tract 995.14; Orange County; California,"1,827,586","634,366",0.706,0.245,33.7227495,−118.0610462
Census Tract 996.01; Orange County; California,"3,240,337",0,1.251,0,33.7496311,−118.0061611
Census Tract 996.02; Orange County; California,"1,328,217",0,0.513,0,33.7516671,−118.0200958
Census Tract 996.03; Orange County; California,"5,348,809","9,734",2.065,0.004,33.7473935,−118.0334998
Census Tract 996.04; Orange County; California,"1,281,475",0,0.495,0,33.7372031,−118.0199636
Census Tract 996.05; Orange County; California,"1,930,069","3,828",0.745,0.001,33.7366332,−118.0085345
Census Tract 997.01; Orange County; California,"1,951,167",0,0.753,0,33.7483622,−117.9852881
Census Tract 997.02; Orange County; California,"1,958,428",0,0.756,0,33.7410721,−117.9853642
Census Tract 997.03; Orange County; California,"1,914,882",0,0.739,0,33.7338428,−117.9850382
Census Tract 998.01; Orange County; California,"1,503,865",0,0.581,0,33.765783,−117.9907063
Census Tract 998.02; Orange County; California,"993,954",0,0.384,0,33.757341,−117.9939643
Census Tract 998.03; Orange County; California,"1,279,244",0,0.494,0,33.755705,−117.9809384
Census Tract 999.02; Orange County; California,"1,359,880",0,0.525,0,33.7661851,−118.0205288
Census Tract 999.03; Orange County; California,"1,341,700",0,0.518,0,33.7664926,−118.0116756
Census Tract 999.04; Orange County; California,"1,328,036",0,0.513,0,33.7664961,−118.0028939
Census Tract 999.05; Orange County; California,"1,004,698",0,0.388,0,33.7701936,−118.0298780
Census Tract 999.06; Orange County; California,"1,742,388",0,0.673,0,33.7647488,−118.0359657
Census Tract 1100.01; Orange County; California,"1,260,965",0,0.487,0,33.7897486,−118.0344624
Census Tract 1100.03; Orange County; California,"1,317,825",0,0.509,0,33.7847215,−118.0198654
Census Tract 1100.04; Orange County; California,"1,788,783",0,0.691,0,33.7772554,−118.0221376
Census Tract 1100.05; Orange County; California,"1,091,679",0,0.421,0,33.7803613,−118.0368158
Census Tract 1100.06; Orange County; California,"1,321,237","26,724",0.51,0.01,33.7981512,−118.0790920
Census Tract 1100.07; Orange County; California,"2,402,147","60,360",0.927,0.023,33.7860198,−118.0863456
Census Tract 1100.08; Orange County; California,"1,845,722",0,0.713,0,33.7799533,−118.0798959
Census Tract 1100.10; Orange County; California,"1,295,131",0,0.5,0,33.792026,−118.0197653
Census Tract 1100.11; Orange County; California,"1,294,106",0,0.5,0,33.7993147,−118.0196525
Census Tract 1100.12; Orange County; California,"2,368,365",0,0.914,0,33.7780719,−118.0585144
Census Tract 1100.14; Orange County; California,"666,207",0,0.257,0,33.8013114,−118.0632114
Census Tract 1100.15; Orange County; California,"7,199,323",0,2.78,0,33.7926206,−118.0523757
Census Tract 1101.02; Orange County; California,"1,530,689","1,445",0.591,0.001,33.8416603,−118.0450025
Census Tract 1101.04; Orange County; California,"1,777,719",0,0.686,0,33.8253864,−118.0414950
Census Tract 1101.06; Orange County; California,"746,774",0,0.288,0,33.8142936,−118.0572772
Census Tract 1101.08; Orange County; California,"1,984,125","74,746",0.766,0.029,33.8081618,−118.0666483
Census Tract 1101.09; Orange County; California,"1,315,718",0,0.508,0,33.8207314,−118.0281903
Census Tract 1101.10; Orange County; California,"1,971,740",0,0.761,0,33.8305661,−118.0297412
Census Tract 1101.11; Orange County; California,"2,178,018","10,631",0.841,0.004,33.8349406,−118.0524061
Census Tract 1101.13; Orange County; California,"3,814,447",0,1.473,0,33.8066097,−118.0372135
Census Tract 1101.14; Orange County; California,"1,552,161",0,0.599,0,33.8131222,−118.0403113
Census Tract 1101.15; Orange County; California,"1,558,877","60,099",0.602,0.023,33.8583828,−118.0380232
Census Tract 1101.16; Orange County; California,"1,221,572",0,0.472,0,33.8485883,−118.0412940
Census Tract 1101.17; Orange County; California,"1,319,903","11,716",0.51,0.005,33.8258098,−118.0571887
Census Tract 1101.18; Orange County; California,"670,994",0,0.259,0,33.8205123,−118.0500218
Census Tract 1102.01; Orange County; California,"1,951,190",0,0.753,0,33.8355721,−118.0152633
Census Tract 1102.02; Orange County; California,"1,319,013",0,0.509,0,33.8245792,−118.0152251
Census Tract 1102.03; Orange County; California,"1,287,023",0,0.497,0,33.8135237,−118.0193920
Census Tract 1103.01; Orange County; California,"1,835,530",0,0.709,0,33.8534449,−118.0275965
Census Tract 1103.02; Orange County; California,"2,189,908",0,0.846,0,33.8527439,−118.0111021
Census Tract 1103.03; Orange County; California,"1,284,071",0,0.496,0,33.8428805,−118.0109172
Census Tract 1103.04; Orange County; California,"1,317,911",0,0.509,0,33.8427884,−118.0282835
Census Tract 1104.01; Orange County; California,"2,270,527",0,0.877,0,33.8529083,−117.9934181
Census Tract 1104.02; Orange County; California,"1,961,244",0,0.757,0,33.8405494,−117.9950643
Census Tract 1105; Orange County; California,"4,589,289","23,818",1.772,0.009,33.8646765,−118.0150263
Census Tract 1106.03; Orange County; California,"1,885,183",0,0.728,0,33.8686572,−117.9934922
Census Tract 1106.04; Orange County; California,"3,508,189","40,511",1.355,0.016,33.88346,−117.9820593
Census Tract 1106.05; Orange County; California,"2,367,598",0,0.914,0,33.8849628,−117.9713060
Census Tract 1106.06; Orange County; California,"1,039,049","1,099",0.401,0,33.8774101,−118.0038989
Census Tract 1106.07; Orange County; California,"1,259,264",0,0.486,0,33.8796677,−117.9952602
Census Tract 9800; Orange County; California,"2,766,492",0,1.068,0,33.8096249,−117.9186718
Census Tract 9901; Orange County; California,0,"356,909,248",0,137.803,33.5354639,−117.8593391
Census Tract 201.04; Placer County; California,"22,784,547","718,843",8.797,0.278,39.2079313,−120.1434473
Census Tract 201.05; Placer County; California,"27,538,208","917,608",10.633,0.354,39.2320185,−120.0963996
Census Tract 201.06; Placer County; California,"22,134,815","359,834",8.546,0.139,39.2614322,−120.0403968
Census Tract 201.07; Placer County; California,"7,179,605","301,151",2.772,0.116,39.2475277,−120.0199033
Census Tract 202; Placer County; California,"1,456,310,164","11,272,461",562.285,4.352,39.0828051,−120.5640417
Census Tract 203; Placer County; California,"5,309,208",0,2.05,0,38.9050569,−121.0748910
Census Tract 204.01; Placer County; California,"2,632,079",0,1.016,0,38.8923185,−121.0770717
Census Tract 204.02; Placer County; California,"8,111,499","250,163",3.132,0.097,38.883438,−121.0643371
Census Tract 205.01; Placer County; California,"26,798,000","96,011",10.347,0.037,38.88795,−121.1494678
Census Tract 205.02; Placer County; California,"26,617,928","917,613",10.277,0.354,38.8567146,−121.0997167
Census Tract 206.01; Placer County; California,"24,900,795","21,025,573",9.614,8.118,38.7673953,−121.1351476
Census Tract 206.04; Placer County; California,"11,522,803","22,118",4.449,0.009,38.7555932,−121.1996984
Census Tract 206.05; Placer County; California,"10,468,240","27,058",4.042,0.01,38.7326431,−121.2016653
Census Tract 206.06; Placer County; California,"4,123,878","21,600",1.592,0.008,38.7199281,−121.2040519
Census Tract 206.07; Placer County; California,"27,699,062","39,340",10.695,0.015,38.7888982,−121.1823899
Census Tract 206.08; Placer County; California,"21,274,385","25,107",8.214,0.01,38.826529,−121.1428143
Census Tract 207.10; Placer County; California,"3,542,568",0,1.368,0,38.7263795,−121.2381975
Census Tract 207.11; Placer County; California,"2,885,864",0,1.114,0,38.7385778,−121.2394141
Census Tract 207.12; Placer County; California,"1,822,653",0,0.704,0,38.7388256,−121.2624492
Census Tract 207.13; Placer County; California,"1,516,154",0,0.585,0,38.7329396,−121.2705132
Census Tract 207.14; Placer County; California,"2,344,762",0,0.905,0,38.7246552,−121.2750015
Census Tract 207.15; Placer County; California,"1,462,400",0,0.565,0,38.7237694,−121.2543801
Census Tract 207.17; Placer County; California,"6,329,723",0,2.444,0,38.7523489,−121.2454992
Census Tract 208.05; Placer County; California,"2,086,149",0,0.805,0,38.7289395,−121.2933237
Census Tract 208.06; Placer County; California,"2,091,983",0,0.808,0,38.7453927,−121.2762314
Census Tract 209.01; Placer County; California,"1,746,365",0,0.674,0,38.7381496,−121.2932270
Census Tract 209.08; Placer County; California,"10,692,299",0,4.128,0,38.7393485,−121.3164067
Census Tract 210.03; Placer County; California,"7,618,630",0,2.942,0,38.7645705,−121.2757092
Census Tract 210.34; Placer County; California,"2,834,380",0,1.094,0,38.7839394,−121.2991466
Census Tract 210.37; Placer County; California,"1,035,713",0,0.4,0,38.7668123,−121.3199082
Census Tract 210.38; Placer County; California,"2,780,983",0,1.074,0,38.7573511,−121.3225905
Census Tract 210.39; Placer County; California,"1,850,904",0,0.715,0,38.7846216,−121.3520848
Census Tract 210.40; Placer County; California,"2,781,605",0,1.074,0,38.7763331,−121.3473410
Census Tract 210.43; Placer County; California,"5,832,458",0,2.252,0,38.782269,−121.3194929
Census Tract 210.44; Placer County; California,"2,406,253",0,0.929,0,38.7827445,−121.3355152
Census Tract 210.45; Placer County; California,"1,571,090",0,0.607,0,38.755663,−121.2989416
Census Tract 210.46; Placer County; California,"1,668,079",0,0.644,0,38.7654853,−121.3053861
Census Tract 210.47; Placer County; California,"2,613,656",0,1.009,0,38.7619124,−121.3460981
Census Tract 210.48; Placer County; California,"1,099,810",0,0.425,0,38.7556462,−121.3436518
Census Tract 211.03; Placer County; California,"4,804,136",0,1.855,0,38.7956517,−121.2279757
Census Tract 211.06; Placer County; California,"2,149,810",0,0.83,0,38.7965217,−121.2508770
Census Tract 211.08; Placer County; California,"1,887,565",0,0.729,0,38.7811448,−121.2380070
Census Tract 211.09; Placer County; California,"6,073,482",0,2.345,0,38.7814044,−121.2192849
Census Tract 211.22; Placer County; California,"3,119,365",0,1.204,0,38.8290529,−121.2420643
Census Tract 211.23; Placer County; California,"11,828,022",0,4.567,0,38.8479278,−121.2249758
Census Tract 211.28; Placer County; California,"1,198,779",0,0.463,0,38.7872347,−121.2611822
Census Tract 211.29; Placer County; California,"1,724,171",0,0.666,0,38.7790994,−121.2540572
Census Tract 211.30; Placer County; California,"929,169",0,0.359,0,38.809736,−121.2691293
Census Tract 211.31; Placer County; California,"1,827,886",0,0.706,0,38.8039379,−121.2616929
Census Tract 212.03; Placer County; California,"14,917,479","18,040",5.76,0.007,38.8284635,−121.1998920
Census Tract 212.04; Placer County; California,"31,366,098",0,12.111,0,38.8664057,−121.1914705
Census Tract 213.04; Placer County; California,"201,360,521","2,245,211",77.746,0.867,38.9699167,−121.2844386
Census Tract 213.23; Placer County; California,"8,840,426","28,653",3.413,0.011,38.8302553,−121.2868025
Census Tract 213.24; Placer County; California,"4,158,137",0,1.605,0,38.8239763,−121.2646847
Census Tract 213.25; Placer County; California,"6,393,764",0,2.469,0,38.7839109,−121.3708719
Census Tract 213.26; Placer County; California,"2,628,694",0,1.015,0,38.7850361,−121.3934117
Census Tract 213.27; Placer County; California,"64,332,233",0,24.839,0,38.7675468,−121.4295459
Census Tract 213.28; Placer County; California,"185,296,068","119,889",71.543,0.046,38.8803813,−121.4052413
Census Tract 214.01; Placer County; California,"3,015,393",0,1.164,0,38.8964464,−121.2874160
Census Tract 214.03; Placer County; California,"2,654,836",0,1.025,0,38.8903019,−121.3030390
Census Tract 215.01; Placer County; California,"27,809,598","20,109",10.737,0.008,38.9192661,−121.1180058
Census Tract 215.02; Placer County; California,"7,456,460",0,2.879,0,38.922173,−121.0568294
Census Tract 216.03; Placer County; California,"4,276,556",0,1.651,0,38.9522451,−121.1106507
Census Tract 216.04; Placer County; California,"94,224,549","34,988",36.38,0.014,38.9821047,−121.1646138
Census Tract 218.01; Placer County; California,"33,790,844",0,13.047,0,38.9814709,−121.0699543
Census Tract 218.02; Placer County; California,"21,265,697","210,368",8.211,0.081,38.9479977,−121.0601197
Census Tract 219.01; Placer County; California,"42,362,133","627,284",16.356,0.242,38.993655,−120.9841213
Census Tract 219.02; Placer County; California,"24,534,692","634,863",9.473,0.245,39.009987,−121.0196030
Census Tract 220.02; Placer County; California,"65,160,820","5,921",25.159,0.002,39.0569709,−120.9537177
Census Tract 220.11; Placer County; California,"130,574,518","19,631",50.415,0.008,39.2708296,−120.1308716
Census Tract 220.13; Placer County; California,"324,771,021","2,840,528",125.395,1.097,39.2246605,−120.7182112
Census Tract 220.14; Placer County; California,"318,155,776","1,622,067",122.841,0.626,39.2581988,−120.3619496
Census Tract 221; Placer County; California,"59,523,108","610,172",22.982,0.236,39.122651,−120.2157837
Census Tract 222; Placer County; California,"23,421,441","658,426",9.043,0.254,39.1853773,−120.1846313
Census Tract 223; Placer County; California,"26,970,760","1,445,823",10.413,0.558,39.0716092,−120.1657977
Census Tract 224; Placer County; California,"3,109,922",0,1.201,0,38.7648483,−121.2389893
Census Tract 225; Placer County; California,"13,523,089",0,5.221,0,38.7391442,−121.3640005
Census Tract 226; Placer County; California,"3,030,211",0,1.17,0,38.7794828,−121.2860177
Census Tract 228; Placer County; California,"3,006,754",0,1.161,0,38.7891007,−121.2777257
Census Tract 229; Placer County; California,"1,755,682",0,0.678,0,38.8000344,−121.2769378
Census Tract 230; Placer County; California,"4,773,260",0,1.843,0,38.8063897,−121.2959512
Census Tract 231; Placer County; California,"4,561,132",0,1.761,0,38.8009765,−121.3307363
Census Tract 232; Placer County; California,"12,864,744","48,051",4.967,0.019,38.857816,−121.3268760
Census Tract 233; Placer County; California,"5,315,618",0,2.052,0,38.8759015,−121.3178934
Census Tract 234; Placer County; California,"17,052,171","62,258",6.584,0.024,38.9111534,−121.3496906
Census Tract 235.01; Placer County; California,"3,417,518",0,1.32,0,38.857706,−121.2392811
Census Tract 235.02; Placer County; California,"9,871,792",0,3.812,0,38.8499796,−121.2813029
Census Tract 236; Placer County; California,"4,485,104",0,1.732,0,38.8568609,−121.2638454
Census Tract 237; Placer County; California,"4,646,830",0,1.794,0,38.8715277,−121.2828207
Census Tract 238; Placer County; California,"7,928,374",0,3.061,0,38.8769708,−121.2568862
Census Tract 239; Placer County; California,"4,164,426",0,1.608,0,38.8889816,−121.3278582
Census Tract 9900; Placer County; California,0,"199,195,755",0,76.91,39.1401552,−120.0704189
Census Tract 1; Plumas County; California,"147,292,077","698,439",56.87,0.27,39.9345095,−120.9336052
Census Tract 2.01; Plumas County; California,"338,589,328","965,105",130.73,0.373,39.7569427,−120.6672907
Census Tract 2.02; Plumas County; California,"1,502,786,598","14,350,461",580.229,5.541,39.8313724,−121.0253109
Census Tract 3; Plumas County; California,"1,693,345,247","23,281,445",653.804,8.989,39.9140149,−120.3358401
Census Tract 4; Plumas County; California,"1,822,619,066","6,994,898",703.717,2.701,40.0916292,−120.9108250
Census Tract 5.01; Plumas County; California,"330,230,437","891,383",127.503,0.344,40.3853393,−121.3550617
Census Tract 5.02; Plumas County; California,"777,538,018","109,205,907",300.209,42.165,40.2383156,−121.1980772
Census Tract 301.01; Riverside County; California,"487,913",0,0.188,0,33.9972756,−117.3518996
Census Tract 301.03; Riverside County; California,"1,006,447",0,0.389,0,33.9928507,−117.3656092
Census Tract 301.04; Riverside County; California,"3,271,696","171,004",1.263,0.066,34.0052804,−117.3666531
Census Tract 302; Riverside County; California,"5,074,361","535,960",1.959,0.207,33.981434,−117.3950475
Census Tract 303; Riverside County; California,"2,481,821",0,0.958,0,33.9798418,−117.3763659
Census Tract 304; Riverside County; California,"2,739,698",0,1.058,0,33.9711743,−117.3677234
Census Tract 305.01; Riverside County; California,"1,880,155",0,0.726,0,33.9685092,−117.3545294
Census Tract 305.02; Riverside County; California,"1,930,612",0,0.745,0,33.9858161,−117.3560307
Census Tract 305.03; Riverside County; California,"557,216",0,0.215,0,33.9799005,−117.3528319
Census Tract 306.02; Riverside County; California,"3,295,294",0,1.272,0,33.9390841,−117.3713613
Census Tract 306.03; Riverside County; California,"3,562,203",0,1.375,0,33.9557504,−117.3611851
Census Tract 306.04; Riverside County; California,"6,310,355",0,2.436,0,33.9151963,−117.3709369
Census Tract 306.05; Riverside County; California,"7,514,041",0,2.901,0,33.924054,−117.3543688
Census Tract 307; Riverside County; California,"2,460,175",0,0.95,0,33.967557,−117.3889779
Census Tract 308; Riverside County; California,"4,453,101",0,1.719,0,33.9653834,−117.4115762
Census Tract 309; Riverside County; California,"6,158,553","69,936",2.378,0.027,33.9577091,−117.4411265
Census Tract 310.01; Riverside County; California,"1,984,588",0,0.766,0,33.9516686,−117.4098503
Census Tract 310.02; Riverside County; California,"1,228,758",0,0.474,0,33.9518517,−117.4237908
Census Tract 311; Riverside County; California,"2,897,582",0,1.119,0,33.9549035,−117.3909919
Census Tract 312; Riverside County; California,"3,864,570",0,1.492,0,33.9429753,−117.3825350
Census Tract 313; Riverside County; California,"2,310,049",0,0.892,0,33.9303688,−117.4058257
Census Tract 314.01; Riverside County; California,"2,264,166",0,0.874,0,33.9380023,−117.4081832
Census Tract 314.02; Riverside County; California,"2,252,498",0,0.87,0,33.9417307,−117.4200459
Census Tract 315.01; Riverside County; California,"2,612,376",0,1.009,0,33.9291919,−117.4320055
Census Tract 315.03; Riverside County; California,"1,381,983",0,0.534,0,33.9381423,−117.4393372
Census Tract 315.04; Riverside County; California,"1,191,392",0,0.46,0,33.9420148,−117.4471929
Census Tract 316.01; Riverside County; California,"1,938,920",0,0.749,0,33.9154306,−117.4486324
Census Tract 316.02; Riverside County; California,"1,748,887",0,0.675,0,33.9268423,−117.4484557
Census Tract 317.01; Riverside County; California,"15,989,793","77,627",6.174,0.03,33.9061238,−117.4050093
Census Tract 317.02; Riverside County; California,"4,250,279",0,1.641,0,33.8968819,−117.4412265
Census Tract 317.03; Riverside County; California,"2,253,094",0,0.87,0,33.9098213,−117.4379037
Census Tract 317.04; Riverside County; California,"2,610,967",0,1.008,0,33.918645,−117.4211712
Census Tract 401.01; Riverside County; California,"12,681,289","340,638",4.896,0.132,34.02279,−117.3964984
Census Tract 401.02; Riverside County; California,"9,927,191",0,3.833,0,34.0234613,−117.4403531
Census Tract 402.01; Riverside County; California,"7,876,351","689,986",3.041,0.266,33.9839503,−117.4187992
Census Tract 402.02; Riverside County; California,"1,543,973",0,0.596,0,33.9821628,−117.4334348
Census Tract 402.03; Riverside County; California,"930,916",0,0.359,0,33.9943481,−117.4072103
Census Tract 402.04; Riverside County; California,"1,377,662",0,0.532,0,33.9997288,−117.3999055
Census Tract 403.02; Riverside County; California,"5,738,397",0,2.216,0,33.99336,−117.4427252
Census Tract 403.03; Riverside County; California,"3,056,832",0,1.18,0,34.0084009,−117.4511663
Census Tract 403.04; Riverside County; California,"1,328,065",0,0.513,0,34.0009668,−117.4162564
Census Tract 403.05; Riverside County; California,"2,033,679",0,0.785,0,33.9999002,−117.4281680
Census Tract 404.02; Riverside County; California,"4,761,105","95,927",1.838,0.037,33.9745905,−117.4836128
Census Tract 404.03; Riverside County; California,"4,939,000","141,825",1.907,0.055,33.9918254,−117.4960233
Census Tract 404.04; Riverside County; California,"2,655,241","52,167",1.025,0.02,33.9729184,−117.4613233
Census Tract 404.05; Riverside County; California,"5,905,293","14,857",2.28,0.006,33.9891664,−117.4606540
Census Tract 405.01; Riverside County; California,"5,111,202",0,1.973,0,34.0075611,−117.4773709
Census Tract 405.02; Riverside County; California,"8,960,824",0,3.46,0,34.022516,−117.4882969
Census Tract 405.03; Riverside County; California,"3,850,176","90,089",1.487,0.035,34.0258487,−117.5162881
Census Tract 406.03; Riverside County; California,"2,966,116","255,182",1.145,0.099,33.9705168,−117.5264650
Census Tract 406.04; Riverside County; California,"3,793,965",0,1.465,0,33.9861341,−117.5316346
Census Tract 406.05; Riverside County; California,"2,216,920",0,0.856,0,33.9962787,−117.5140276
Census Tract 406.06; Riverside County; California,"2,611,019",0,1.008,0,33.9827133,−117.5145711
Census Tract 406.09; Riverside County; California,"23,104,333","1,284,847",8.921,0.496,33.9114883,−117.6312527
Census Tract 406.11; Riverside County; California,"2,567,636",0,0.991,0,33.9608518,−117.5886982
Census Tract 406.16; Riverside County; California,"8,477,461","192,259",3.273,0.074,33.9420499,−117.5775081
Census Tract 406.17; Riverside County; California,"2,695,855",0,1.041,0,33.9797988,−117.5715481
